filename,file_path,label,rows,cols,total_frames,frame_times
IM_0068,/autodl-fs/data/Pro/DSA/dicom_all/IM_0068,0,1024,1024,42,"0,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,1000.064"
IM_0071,/autodl-fs/data/Pro/DSA/dicom_all/IM_0071,0,1024,1024,42,"0,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,1000.064"
IM_0074,/autodl-fs/data/Pro/DSA/dicom_all/IM_0074,1,1024,1024,41,"0,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.528,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968"
IM_0077,/autodl-fs/data/Pro/DSA/dicom_all/IM_0077,1,1024,1024,44,"0,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312"
IM_0080,/autodl-fs/data/Pro/DSA/dicom_all/IM_0080,0,1024,1024,41,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.44"
IM_0085,/autodl-fs/data/Pro/DSA/dicom_all/IM_0085,0,1024,1024,49,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,499.968,500.096,499.968"
IM_0090,/autodl-fs/data/Pro/DSA/dicom_all/IM_0090,0,1024,1024,25,"0,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,999.936,1000.064,1000.064,999.936,1000.064"
IM_0098,/autodl-fs/data/Pro/DSA/dicom_all/IM_0098,1,1024,1024,52,"0,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,500.096,499.968,499.968,500.096,499.968,499.968"
IM_0110,/autodl-fs/data/Pro/DSA/dicom_all/IM_0110,0,1024,1024,56,"0,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968"
IM_0120,/autodl-fs/data/Pro/DSA/dicom_all/IM_0120,0,1024,1024,41,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968"
IM_0123,/autodl-fs/data/Pro/DSA/dicom_all/IM_0123,0,1024,1024,53,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,499.968,500.096,499.968,499.968,500.096,499.968,499.968"
IM_0124,/autodl-fs/data/Pro/DSA/dicom_all/IM_0124,1,1024,1024,47,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,499.968"
IM_0125,/autodl-fs/data/Pro/DSA/dicom_all/IM_0125,1,1024,1024,52,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,500.096,499.968,499.968,500.096,499.968,499.968"
IM_0126,/autodl-fs/data/Pro/DSA/dicom_all/IM_0126,0,1024,1024,51,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,499.968,499.968,499.968,500.096,499.968"
IM_0127,/autodl-fs/data/Pro/DSA/dicom_all/IM_0127,1,1024,1024,51,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.784,166.528,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.784,166.528,166.656,166.656,166.656,333.44,333.312,333.312,333.44,333.184,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.312,500.096,499.968,499.968,500.096,499.968"
IM_0132,/autodl-fs/data/Pro/DSA/dicom_all/IM_0132,1,1024,1024,43,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,1000.064,999.936"
IM_0135,/autodl-fs/data/Pro/DSA/dicom_all/IM_0135,0,1024,1024,43,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,1000.064,1000.064"
IM_0138,/autodl-fs/data/Pro/DSA/dicom_all/IM_0138,0,1024,1024,26,"0,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,1000.064,1000.064,999.936,1000.064,1000.064,2000"
IM_0140,/autodl-fs/data/Pro/DSA/dicom_all/IM_0140,1,1024,1024,25,"0,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,1000.064,999.936,1000.064,1000.064,999.936"
IM_0143,/autodl-fs/data/Pro/DSA/dicom_all/IM_0143,0,1024,1024,25,"0,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,1000.064,999.936,1000.064,1000.064,999.936"
IM_0144,/autodl-fs/data/Pro/DSA/dicom_all/IM_0144,0,1024,1024,26,"0,333.312,333.44,333.184,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,999.936,1000.064,1000.064,999.936,1000.064,2000"
IM_0147,/autodl-fs/data/Pro/DSA/dicom_all/IM_0147,0,1024,1024,46,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44"
IM_0148,/autodl-fs/data/Pro/DSA/dicom_all/IM_0148,1,1024,1024,40,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312"
IM_0156,/autodl-fs/data/Pro/DSA/dicom_all/IM_0156,0,1024,1024,38,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968"
IM_0159,/autodl-fs/data/Pro/DSA/dicom_all/IM_0159,1,1024,1024,41,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.528,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968"
IM_0162,/autodl-fs/data/Pro/DSA/dicom_all/IM_0162,0,1024,1024,41,"0,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968"
IM_0163,/autodl-fs/data/Pro/DSA/dicom_all/IM_0163,1,1024,1024,41,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968"
IM_0164,/autodl-fs/data/Pro/DSA/dicom_all/IM_0164,0,1024,1024,32,"0,250.112,249.984,249.984,249.984,249.984,249.984,249.984,250.112,249.984,249.984,249.984,249.984,249.984,249.984,250.112,249.984,499.968,499.968,500.096,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968"
IM_0167,/autodl-fs/data/Pro/DSA/dicom_all/IM_0167,0,1024,1024,55,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968"
IM_0177,/autodl-fs/data/Pro/DSA/dicom_all/IM_0177,0,1024,1024,30,"0,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,1000.064,1000.064,999.936,1000.064,1000.064,2000,2000,2000.128,2000,2000"
IM_0184,/autodl-fs/data/Pro/DSA/dicom_all/IM_0184,0,1024,1024,49,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,999.936,1000.064,1000.064,999.936,1000.064,999.936,1000.064,999.936"
IM_0187,/autodl-fs/data/Pro/DSA/dicom_all/IM_0187,0,1024,1024,42,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,1000.064"
IM_0190,/autodl-fs/data/Pro/DSA/dicom_all/IM_0190,1,1024,1024,42,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,1000.064"
IM_0193,/autodl-fs/data/Pro/DSA/dicom_all/IM_0193,0,1024,1024,55,"0,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968"
IM_0199,/autodl-fs/data/Pro/DSA/dicom_all/IM_0199,0,1024,1024,42,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,1000.064"
IM_0202,/autodl-fs/data/Pro/DSA/dicom_all/IM_0202,1,1024,1024,41,"0,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,500.096"
IM_0205,/autodl-fs/data/Pro/DSA/dicom_all/IM_0205,1,1024,1024,36,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.784,166.528,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,333.312,333.312,333.312,333.312,333.44"
IM_0211,/autodl-fs/data/Pro/DSA/dicom_all/IM_0211,1,1024,1024,42,"0,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,1000.064"
IM_0214,/autodl-fs/data/Pro/DSA/dicom_all/IM_0214,1,1024,1024,44,"0,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.528,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,1000.064,999.936,1000.064"
IM_0217,/autodl-fs/data/Pro/DSA/dicom_all/IM_0217,1,1024,1024,46,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312"
IM_0220,/autodl-fs/data/Pro/DSA/dicom_all/IM_0220,1,1024,1024,58,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096"
IM_0223,/autodl-fs/data/Pro/DSA/dicom_all/IM_0223,0,1024,1024,41,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968"
IM_0226,/autodl-fs/data/Pro/DSA/dicom_all/IM_0226,0,1024,1024,43,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312"
IM_0234,/autodl-fs/data/Pro/DSA/dicom_all/IM_0234,0,1024,1024,39,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096"
IM_0237,/autodl-fs/data/Pro/DSA/dicom_all/IM_0237,0,1024,1024,38,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,499.968,500.096,499.968,499.968"
IM_0240,/autodl-fs/data/Pro/DSA/dicom_all/IM_0240,0,1024,1024,49,"0,124.928,125.056,125.056,124.928,125.056,124.928,125.056,124.928,125.056,125.056,124.928,125.056,124.928,125.056,125.056,124.928,125.056,124.928,125.056,124.928,125.056,125.056,124.928,125.056,124.928,125.056,125.056,124.928,125.056,124.928,125.056,124.928,250.112,249.984,249.984,249.984,249.984,249.984,250.112,249.984,249.984,249.984,249.984,249.984,250.112,249.984,249.984,249.984"
IM_0245,/autodl-fs/data/Pro/DSA/dicom_all/IM_0245,0,1024,1024,47,"0,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,499.968"
IM_0254,/autodl-fs/data/Pro/DSA/dicom_all/IM_0254,1,1024,1024,38,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,499.968,499.968,500.096,499.968,499.968,499.968,500.096"
IM_0255,/autodl-fs/data/Pro/DSA/dicom_all/IM_0255,1,1024,1024,42,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,999.936"
IM_0258,/autodl-fs/data/Pro/DSA/dicom_all/IM_0258,0,1024,1024,50,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,499.968,499.968,500.096,499.968"
IM_0263,/autodl-fs/data/Pro/DSA/dicom_all/IM_0263,0,1024,1024,41,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968"
IM_0266,/autodl-fs/data/Pro/DSA/dicom_all/IM_0266,1,1024,1024,27,"0,250.112,249.984,249.984,249.984,249.984,249.984,249.984,250.112,249.984,249.984,249.984,249.984,249.984,250.112,249.984,249.984,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968"
IM_0269,/autodl-fs/data/Pro/DSA/dicom_all/IM_0269,0,1024,1024,48,"0,166.784,166.528,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,499.968,499.968"
IM_0279,/autodl-fs/data/Pro/DSA/dicom_all/IM_0279,1,1024,1024,42,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312"
IM_0286,/autodl-fs/data/Pro/DSA/dicom_all/IM_0286,0,1024,1024,43,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.784,166.528,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,1000.064,999.936"
IM_0289,/autodl-fs/data/Pro/DSA/dicom_all/IM_0289,0,1024,1024,41,"0,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.528,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968"
IM_0293,/autodl-fs/data/Pro/DSA/dicom_all/IM_0293,1,1024,1024,40,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096"
IM_0297,/autodl-fs/data/Pro/DSA/dicom_all/IM_0297,0,1024,1024,41,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096"
IM_0301,/autodl-fs/data/Pro/DSA/dicom_all/IM_0301,1,1024,1024,44,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.528,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.528,166.656,166.784,166.656,166.656,166.656,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,999.936,1000.064,1000.064"
IM_0305,/autodl-fs/data/Pro/DSA/dicom_all/IM_0305,1,1024,1024,42,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,1000.064"
IM_0309,/autodl-fs/data/Pro/DSA/dicom_all/IM_0309,0,1024,1024,41,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096"
IM_0312,/autodl-fs/data/Pro/DSA/dicom_all/IM_0312,1,1024,1024,43,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312"
IM_0315,/autodl-fs/data/Pro/DSA/dicom_all/IM_0315,1,1024,1024,48,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,500.096,499.968"
IM_0323,/autodl-fs/data/Pro/DSA/dicom_all/IM_0323,1,1024,1024,36,"0,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,499.968"
